date,category,product_name,product_code,brand,product_id,amount,cost,profit
2023-01-29,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2019645,1418713,600931
2023-01-29,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2060570,1587699,472870
2023-01-30,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3686632,2888774,797857
2023-01-30,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4546126,3402211,1143914
2023-01-30,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4681533,3000436,1681096
2023-01-31,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3233945,2406491,827453
2023-01-31,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,996195,606337,389857
2023-01-31,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2133884,1615212,518671
2023-02-01,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,727637,535299,192337
2023-02-01,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,2921076,1978669,942406
2023-02-02,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1227583,765528,462054
2023-02-02,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3052807,2589664,463142
2023-02-02,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3410478,2588443,822034
2023-02-03,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3005240,2364121,641118
2023-02-03,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1427146,1184385,242760
2023-02-03,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2979169,2498411,480757
2023-02-03,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1608075,1127069,481005
2023-02-03,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3965077,3182927,782149
2023-02-04,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2565968,1608056,957911
2023-02-04,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4626447,3102426,1524020
2023-02-04,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2970490,2153818,816671
2023-02-04,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,1830828,1229619,601208
2023-02-05,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4217423,3403878,813544
2023-02-05,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3770165,2473924,1296240
2023-02-05,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3669248,3117164,552083
2023-02-05,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2991872,1893036,1098835
2023-02-05,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1337325,970373,366951
2023-02-06,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4617812,2975140,1642671
2023-02-06,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4855436,3732896,1122539
2023-02-07,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3355041,2787014,568026
2023-02-07,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,1835334,1442342,392991
2023-02-07,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4603817,2838906,1764910
2023-02-07,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2663698,1759957,903740
2023-02-08,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2988426,2222090,766335
2023-02-08,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2424850,1580257,844592
2023-02-09,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3986908,3055831,931076
2023-02-09,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1909913,1244122,665790
2023-02-10,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3303989,2040655,1263333
2023-02-10,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4462944,2728691,1734252
2023-02-11,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,2943033,1920225,1022807
2023-02-11,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1695023,1241835,453187
2023-02-11,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,1858532,1148767,709764
2023-02-11,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3356912,2741523,615388
2023-02-12,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,957986,734092,223893
2023-02-12,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3050824,1931192,1119631
2023-02-13,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4392658,2661133,1731524
2023-02-13,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2982039,2398085,583953
2023-02-13,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2695258,2216976,478281
2023-02-14,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3378340,2682436,695903
2023-02-14,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1523562,1141321,382240
2023-02-15,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3405888,2505783,900104
2023-02-15,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3373995,2654965,719029
2023-02-15,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4854857,3530285,1324571
2023-02-16,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2452682,1618328,834353
2023-02-16,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,2152845,1743932,408912
2023-02-17,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4669015,3532835,1136179
2023-02-17,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3503067,2937449,565617
2023-02-17,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1989945,1347895,642049
2023-02-17,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1811353,1524880,286472
2023-02-17,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,2985655,2083984,901670
2023-02-18,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3810453,2494145,1316307
2023-02-18,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,1935353,1316890,618462
2023-02-18,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2816389,2228836,587552
2023-02-18,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2825095,2284520,540574
2023-02-18,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4171088,3516500,654587
2023-02-19,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1605858,1092453,513404
2023-02-19,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4242803,3043555,1199247
2023-02-20,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1881948,1364379,517568
2023-02-20,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3235341,2423558,811782
2023-02-20,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1720529,1345192,375336
2023-02-20,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3518387,2379269,1139117
2023-02-21,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,2978476,2370227,608248
2023-02-21,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1521324,1239892,281431
2023-02-21,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2924871,2402235,522635
2023-02-21,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3011684,1951857,1059826
2023-02-22,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4293415,3320105,973309
2023-02-22,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,2278293,1382132,896160
2023-02-22,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3351404,2667539,683864
2023-02-22,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3401229,2190413,1210815
2023-02-23,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3388480,2252457,1136022
2023-02-23,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2709516,1676300,1033215
2023-02-23,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3326135,2280312,1045822
2023-02-23,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3214406,2617787,596618
2023-02-23,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3329018,2236332,1092685
2023-02-24,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1635386,1150491,484894
2023-02-24,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3419133,2718220,700912
2023-02-24,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3157980,2104346,1053633
2023-02-24,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,2536830,1680722,856107
2023-02-24,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4099151,3208536,890614
2023-02-25,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2026706,1541206,485499
2023-02-25,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2914299,2402034,512264
2023-02-25,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3201295,2188959,1012335
2023-02-25,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3781950,2432557,1349392
2023-02-25,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1816891,1145719,671171
2023-02-26,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3234908,2253169,981738
2023-02-26,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3602986,2638391,964594
2023-02-26,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3289442,2419660,869781
2023-02-26,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1288952,905763,383188
2023-02-27,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3162874,2351925,810948
2023-02-27,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3610781,2533639,1077141
2023-02-27,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3973518,3292480,681037
2023-02-27,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3548313,2621106,927206
2023-02-27,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1354606,863927,490678
2023-02-28,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4464089,2874846,1589242
2023-02-28,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3263981,2764408,499572
2023-02-28,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3620259,2935327,684931
2023-02-28,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1044776,841285,203490
2023-02-28,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,779950,639680,140269
2023-03-01,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,825970,534094,291875
2023-03-01,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3120626,2253220,867405
2023-03-01,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3753664,2362931,1390732
2023-03-01,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,3455348,2782341,673006
2023-03-01,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3826071,2937592,888478
2023-03-02,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3015564,2253045,762518
2023-03-02,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2133570,1666076,467493
2023-03-02,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,2974447,1919522,1054924
2023-03-02,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2988277,2299425,688851
2023-03-03,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3178089,2325201,852887
2023-03-03,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,1608017,1108952,499064
2023-03-03,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3607286,2443412,1163873
2023-03-04,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2223406,1371820,851585
2023-03-04,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3764823,3178725,586097
2023-03-04,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,2938825,2210243,728581
2023-03-04,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4712997,3746815,966181
2023-03-04,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,3564042,2751204,812837
2023-03-05,DienMay,MayGiatCuaNgang,MG03,LG,MayGiatCuaNgang_MG03-LG,4847313,3839333,1007979
2023-03-05,DienMay,NoiChienKhongDau,NC04,Philips,NoiChienKhongDau_NC04-Philips,1689509,1228823,460685
2023-03-05,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3806922,2588008,1218913
2023-03-05,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,3590320,2860796,729523
2023-03-05,DienMay,TuLanhMini,TL02,Aqua,TuLanhMini_TL02-Aqua,2099695,1379117,720577
2023-03-06,DienMay,MayLocKhongKhi,LK05,Sharp,MayLocKhongKhi_LK05-Sharp,2534393,1603529,930863
2023-03-06,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,3626936,2782211,844724
2023-03-06,DienMay,MayLanhInverter,ML01,Daikin,MayLanhInverter_ML01-Daikin,4452229,2847746,1604482
